match_id,date,player_id,opponent_id,ace,df,svpt,1stin,1stwon,2ndwon,bpsaved,bpfaced,svgms
111,20000110,102434,102437,9,4,141,63,46,37,11,14,16
168,20000117,102434,102437,15,8,153,85,63,29,9,15,24
360,20000214,102434,102987,1,1,73,29,19,20,6,10,10
494,20000306,102434,102701,1,3,65,35,21,13,3,7,10
539,20000313,102434,102338,5,3,50,24,15,7,4,9,7
616,20000320,102434,101964,3,3,66,44,24,12,3,7,10
854,20000814,102434,103166,7,5,86,40,29,23,6,10,14
887,20000821,102434,101897,5,4,105,61,44,22,11,15,15
977,20000828,102434,101774,2,6,110,49,32,27,8,14,16
1119,20001009,102434,102776,3,4,56,28,17,16,4,5,7
1134,20001009,102434,102558,6,1,68,36,24,15,7,10,10
1658,20010219,102434,102524,7,15,101,55,44,23,9,10,14
1673,20010219,102434,102021,2,8,56,28,18,11,3,7,8
1814,20010305,102434,101806,2,0,75,40,24,18,4,8,11
2169,20010813,102434,101962,3,0,66,42,25,14,4,7,10
3261,20020722,102434,103387,8,14,110,60,44,24,7,11,17
3290,20020729,102434,102610,8,1,56,28,21,16,1,1,8
3314,20020729,102434,103285,6,2,82,45,27,24,2,4,12
3399,20020812,102434,102788,9,9,84,37,28,25,6,10,15
3500,20020819,102434,102796,4,7,53,22,20,17,1,2,9
3512,20020819,102434,102860,5,9,61,35,26,7,4,8,9
3560,20020826,102434,102259,12,7,127,68,55,32,6,9,21
3609,20020826,102434,103598,2,6,132,69,45,24,14,22,18
3671,20020909,102434,104339,8,5,94,57,43,23,5,7,15
3680,20020909,102434,102860,4,3,68,37,26,16,3,6,12
3773,20020930,102434,102344,4,4,74,43,31,17,2,4,12
3779,20020930,102434,102796,5,1,64,37,21,20,0,3,11
3789,20021007,102434,103484,4,4,79,43,27,15,3,9,13
3851,20021021,102434,103171,5,6,70,36,31,16,1,2,11
3920,20021230,102434,104379,14,10,77,33,24,22,4,8,13
3932,20021230,102434,103408,2,5,68,41,25,10,2,6,10
4019,20030106,102434,103151,4,7,65,33,19,14,3,8,10
4069,20030113,102434,102562,5,7,112,68,42,20,5,11,18
4190,20030210,102434,102998,5,4,65,37,27,15,3,4,9
4195,20030210,102434,102106,3,3,54,33,19,9,3,8,10
4233,20030217,102434,104548,4,5,47,24,16,16,3,3,7
4242,20030217,102434,102796,5,2,61,31,26,18,1,1,10
4247,20030217,102434,103888,4,3,88,55,41,19,3,4,14
4248,20030217,102434,103758,1,1,70,41,23,14,6,9,9
4360,20030303,102434,103566,1,2,33,17,12,10,2,4,7
4368,20030303,102434,103581,8,9,86,45,34,11,3,10,15
4388,20030310,102434,103387,3,3,69,36,26,18,7,8,10
4406,20030310,102434,103017,7,2,50,23,19,14,1,2,8
4416,20030310,102434,103694,9,9,83,43,33,17,3,6,14
4422,20030310,102434,103408,8,2,58,34,26,15,1,1,9
4425,20030310,102434,103720,1,5,68,35,22,16,4,7,9
4433,20030317,102434,103294,4,4,63,30,24,15,2,4,10
4462,20030317,102434,102845,3,7,95,44,35,28,0,2,16
4598,20030728,102434,102925,3,7,61,28,23,18,4,5,10
4606,20030728,102434,102788,3,6,97,43,32,32,6,8,14
4612,20030728,102434,103017,4,3,78,47,36,18,2,4,14
4649,20030804,102434,103096,5,5,101,53,40,25,4,6,15
4662,20030804,102434,103900,3,5,51,31,23,7,5,8,9
4683,20030811,102434,101962,3,2,63,39,28,12,2,5,11
4799,20030825,102434,103581,3,10,153,77,47,31,8,17,20
4888,20030908,102434,103084,2,2,70,34,24,18,7,10,11
4895,20030908,102434,102997,6,3,64,32,19,18,7,10,10
4900,20030908,102434,102854,2,2,60,41,26,7,0,4,10
5040,20031006,102434,102106,6,5,73,43,29,16,7,10,11
5047,20031006,102434,102845,2,3,54,31,16,10,4,9,8
5081,20031020,102434,103786,1,6,86,43,33,23,9,11,13
5092,20031020,102434,103103,3,1,117,63,41,27,3,7,16
5095,20031020,102434,102856,7,4,68,40,31,13,4,6,11
5121,20040105,102434,103781,3,1,68,47,33,12,4,6,10
5128,20040105,102434,101885,2,4,88,56,46,22,1,2,16
5131,20040105,102434,103566,1,2,62,41,27,9,4,7,9
5201,20040112,102434,103699,2,3,57,36,26,11,4,5,8
5207,20040112,102434,102856,2,1,67,45,26,13,3,6,10
5259,20040119,102434,102358,10,1,143,88,58,33,6,10,21
5379,20040209,102434,102703,6,0,81,55,37,13,1,5,14
5390,20040216,102434,102358,7,6,67,40,23,12,1,6,11
5470,20040301,102434,102563,6,4,59,37,28,13,2,3,10
5483,20040301,102434,101885,1,2,49,32,24,10,2,3,9
5490,20040301,102434,103484,1,1,101,60,38,21,3,7,15
5492,20040301,102434,104053,4,3,105,64,43,26,2,4,16
5494,20040301,102434,103017,3,2,116,74,49,26,7,9,17
5568,20040308,102434,103581,4,2,56,37,25,9,2,4,9
5587,20040308,102434,102765,4,1,91,52,37,23,3,5,15
5623,20040322,102434,103484,4,3,119,56,36,39,6,9,16
5653,20040322,102434,103498,7,2,128,79,56,28,5,6,17
5672,20040322,102434,103285,3,4,93,60,42,21,4,7,15
5683,20040322,102434,103387,5,1,88,46,37,27,2,3,15
5689,20040322,102434,102860,5,4,73,41,32,12,7,9,10
5692,20040322,102434,104053,1,2,64,38,22,11,7,11,8
5778,20040726,102434,104433,3,5,53,28,23,15,3,3,9
5799,20040726,102434,103602,4,2,83,53,34,15,8,10,11
5832,20040802,102434,102271,7,2,114,70,48,24,6,9,16
5975,20040830,102434,103632,18,8,150,75,63,36,11,12,20
6011,20040830,102434,103781,11,7,140,77,51,30,7,14,23
6047,20040913,102434,104268,6,2,99,51,33,30,2,5,15
6059,20040913,102434,103484,3,0,51,30,24,11,2,2,8
6063,20040913,102434,103204,9,4,72,44,33,15,3,5,13
6066,20040913,102434,102269,2,0,50,29,21,14,1,1,8
6068,20040913,102434,103672,3,4,67,36,26,13,4,6,10
6266,20041018,102434,104745,1,4,88,44,30,24,3,7,15
6273,20041018,102434,101736,7,2,50,23,15,12,5,9,8
6409,20050110,102434,104068,2,3,94,42,27,20,12,18,11
6493,20050117,102434,103285,3,5,159,103,70,36,9,13,26
6568,20050131,102434,103204,3,1,52,29,22,17,2,2,9
6580,20050131,102434,104559,8,4,119,67,48,24,5,8,16
6586,20050131,102434,103240,4,2,117,73,45,25,11,15,17
6588,20050131,102434,103598,0,1,68,43,25,8,6,12,11
6601,20050207,102434,102179,4,4,97,50,31,31,10,13,15
6611,20050207,102434,103484,1,3,52,31,25,12,3,3,8
6616,20050207,102434,102642,5,4,57,35,24,7,0,4,9
6654,20050214,102434,102358,5,6,59,34,27,13,1,2,10
6710,20050221,102434,104035,8,5,104,56,39,24,8,14,16
6717,20050221,102434,104386,4,1,98,45,35,27,8,11,15
6721,20050221,102434,103484,3,2,76,33,24,22,6,8,9
6722,20050221,102434,104339,1,2,48,24,13,12,1,5,8
6804,20050307,102434,103401,4,12,92,47,34,16,7,12,14
6887,20050321,102434,104068,7,3,48,26,23,14,1,2,10
6902,20050321,102434,103344,3,4,88,48,35,23,3,6,16
6937,20050718,102434,104068,1,4,52,29,17,9,1,5,9
6971,20050725,102434,103530,3,0,79,42,29,22,3,7,14
7045,20050808,102434,102035,0,3,43,23,12,8,0,4,8
7096,20050815,102434,104468,5,3,68,40,27,17,0,4,13
7168,20050822,102434,104312,6,3,83,52,36,17,7,8,11
7177,20050822,102434,103852,11,4,94,58,43,20,3,6,15
7219,20050829,102434,102785,2,3,69,33,27,23,1,1,12
7265,20050829,102434,103909,2,3,84,41,25,13,8,16,13
7381,20051003,102434,103451,2,2,72,40,25,17,8,12,11
7459,20051010,102434,103428,3,5,99,53,36,24,4,6,13
7499,20051017,102434,103781,4,3,97,57,40,18,4,8,15
7541,20060102,102434,102882,4,3,95,55,37,18,6,10,14
7633,20060109,102434,103720,2,3,80,38,28,22,2,5,14
7696,20060116,102434,102148,0,7,110,59,34,21,10,18,16
7794,20060130,102434,104499,0,1,107,58,37,24,11,15,13
7801,20060130,102434,103470,2,1,54,30,23,16,3,3,9
7805,20060130,102434,102703,4,2,53,37,28,11,4,5,9
7807,20060130,102434,103163,1,3,53,32,16,10,4,8,8
7823,20060213,102434,105023,5,2,103,61,46,21,4,5,15
7835,20060213,102434,104019,3,1,86,47,32,20,8,11,12
7837,20060213,102434,103720,4,1,55,31,26,8,5,7,9
7874,20060220,102434,104035,7,3,90,53,41,16,4,9,16
7884,20060220,102434,103163,7,4,72,47,32,12,7,9,9
7928,20060227,102434,104154,2,3,59,34,23,16,3,4,9
7939,20060227,102434,102834,3,3,49,26,14,9,6,11,8
8014,20060306,102434,103507,7,3,102,67,44,16,3,7,15
8071,20060320,102434,104312,4,2,57,33,23,16,3,4,9
8100,20060320,102434,104269,4,4,67,34,23,14,1,7,13
8168,20060717,102434,103672,3,5,45,26,21,8,1,3,8
8179,20060717,102434,103602,2,2,82,38,27,25,11,13,11
8191,20060724,102434,105023,4,2,62,31,21,20,2,5,11
8218,20060731,102434,104056,4,3,36,24,21,3,0,2,7
8231,20060731,102434,103720,4,7,121,67,44,29,11,16,17
8316,20060814,102434,104312,1,3,94,49,30,25,8,9,10
8338,20060814,102434,103428,9,2,110,62,41,21,8,15,16
8410,20060828,102434,104180,4,2,84,50,35,20,4,5,13
8469,20060828,102434,102035,6,4,120,75,50,24,11,14,15
8499,20060828,102434,103819,2,2,75,42,22,17,5,11,12
8628,20061002,102434,102667,4,2,69,40,31,12,5,8,11
8635,20061002,102434,103990,1,3,83,45,29,21,4,6,11
8704,20061009,102434,103694,1,1,94,51,31,18,12,16,10
8789,20070101,102434,105095,3,0,64,42,31,14,1,2,10
8792,20070101,102434,103285,2,1,53,29,23,19,1,1,10
8904,20070108,102434,103786,1,2,95,59,35,15,5,11,14
8941,20070115,102434,104214,3,1,86,60,40,17,4,6,13
8987,20070115,102434,103103,4,7,156,91,58,29,18,25,21
9035,20070128,102434,103163,8,2,72,42,34,18,1,3,14
9055,20070128,102434,103752,2,1,61,31,21,16,1,3,10
9064,20070128,102434,103598,1,2,52,31,15,10,6,11,8
9067,20070212,102434,103821,8,2,60,38,29,11,2,3,10
9078,20070212,102434,103852,7,3,110,60,47,30,4,6,17
9085,20070212,102434,104053,4,7,111,69,44,20,11,15,13
9183,20070226,102434,103720,4,0,53,38,24,5,3,7,9
9248,20070305,102434,102905,3,0,48,29,20,16,1,1,8
9278,20070305,102434,103694,1,1,62,36,17,14,7,12,9
9322,20070319,102434,104068,1,2,50,27,19,13,3,4,8
9347,20070319,102434,103900,6,1,64,34,23,13,8,12,10
9400,20070716,102434,103999,10,1,73,49,37,13,6,7,10
9407,20070716,102434,104098,7,4,101,62,48,19,6,9,16
9411,20070716,102434,103484,3,2,71,45,29,13,2,5,11
9416,20070723,102434,103888,5,3,95,53,36,21,8,12,16
9456,20070729,102434,103325,1,1,81,54,41,17,0,1,12
9525,20070813,102434,103813,1,1,36,20,8,4,1,6,7
9577,20070819,102434,105095,3,1,100,69,46,19,9,12,16
9591,20070819,102434,104269,3,2,81,50,30,14,2,7,13
9628,20070827,102434,103017,0,5,99,60,37,19,8,12,14
9768,20070924,102434,103163,3,4,71,48,32,10,0,5,14
9813,20071001,102434,104025,2,0,47,36,28,6,1,1,8
9827,20071001,102434,103373,2,0,93,66,45,16,2,5,15
9838,20071001,102434,103970,2,0,74,55,29,9,6,10,10
9911,20071007,102434,103104,1,3,57,39,23,11,0,3,10
10034,20071028,102434,104386,4,0,77,49,35,19,2,3,12
10085,20071231,102434,103206,6,3,84,46,31,18,5,9,13
10097,20071231,102434,104999,2,3,74,46,33,14,4,5,11
10103,20071231,102434,103813,6,3,138,81,57,27,9,12,18
10239,20080114,102434,103285,0,8,146,81,57,34,9,14,23
10287,20080114,102434,103823,2,1,178,119,81,29,16,22,26
10311,20080114,102434,103970,0,1,93,55,33,18,4,9,13
10362,20080211,102434,103823,1,0,62,36,24,16,4,5,10
10374,20080211,102434,104180,8,1,94,59,42,22,3,5,16
10465,20080225,102434,104327,8,4,101,68,50,14,4,8,17
10486,20080303,102434,104571,0,5,67,33,21,16,5,8,9
10641,20080327,102434,104655,4,3,62,36,27,10,7,10,9
10726,20080714,102434,105023,6,5,94,46,30,28,9,11,14
10846,20080804,102434,103206,2,4,98,54,36,23,7,10,14
10854,20080804,102434,103888,3,9,85,42,27,17,5,11,12
10874,20080810,102434,104534,2,1,73,43,24,18,1,4,11
10948,20080817,102434,104327,0,2,56,33,17,11,3,8,9
11018,20080825,102434,103498,6,6,129,74,52,29,5,11,23
11542,20090119,102434,104797,3,7,95,62,34,13,6,13,15
11745,20090209,102434,103484,3,5,46,25,18,11,0,2,9
11764,20090216,102434,104589,10,2,71,38,31,24,1,1,12
11841,20090223,102434,103823,8,1,80,35,28,21,10,15,14
11855,20090223,102434,103888,3,0,48,35,17,6,3,8,8
11889,20090312,102434,103857,2,5,56,24,17,16,1,5,10
12051,20090719,102434,104534,2,8,63,31,20,11,3,9,10
65,20000103,102437,102106,7,5,94,57,42,17,4,5,11
111,20000110,102437,102434,6,5,95,58,41,22,2,5,15
124,20000110,102437,101888,12,3,78,42,32,20,8,8,10
130,20000110,102437,103720,10,2,60,30,23,13,4,6,9
168,20000117,102437,102434,15,8,144,79,63,33,4,9,25
213,20000117,102437,102287,17,3,74,44,36,15,7,8,12
234,20000117,102437,103720,11,5,92,54,32,10,3,12,15
315,20000207,102437,103344,4,7,60,22,17,21,2,4,10
418,20000221,102437,102358,5,4,49,28,19,8,2,5,8
968,20000828,102437,103182,14,1,91,60,48,15,4,5,16
1009,20000828,102437,102854,6,5,89,54,33,13,7,13,12
1299,20001120,102437,103507,6,2,106,64,46,23,4,5,15
1305,20001120,102437,102783,4,6,80,44,30,13,5,10,12
1418,20010101,102437,103709,4,1,51,28,14,10,1,6,9
1486,20010115,102437,103714,6,4,82,46,29,18,2,6,14
1664,20010219,102437,102642,9,3,71,43,34,14,4,4,10
2186,20010813,102437,102450,4,6,54,32,19,6,0,5,9
2517,20011008,102437,102382,3,4,89,47,33,20,10,13,12
2529,20011008,102437,103714,4,5,70,34,24,18,7,10,11
2836,20020114,102437,103176,3,8,123,64,48,28,5,10,20
2866,20020114,102437,102369,13,3,147,91,74,29,11,13,24
2882,20020114,102437,103758,5,9,142,83,58,34,7,10,23
2890,20020114,102437,102563,11,6,118,67,48,22,4,11,18
2903,20020211,102437,103420,7,5,110,46,29,25,6,13,14
3032,20020225,102437,103819,4,4,56,35,18,14,5,8,9
3193,20020318,102437,104339,2,7,138,64,46,35,15,18,17
3223,20020318,102437,103344,11,6,117,64,48,34,6,8,17
3239,20020318,102437,103507,8,3,88,47,33,22,3,6,13
3246,20020318,102437,102839,2,2,72,33,28,19,2,5,13
3505,20020819,102437,101532,6,2,66,39,29,15,5,5,8
3519,20020819,102437,102374,17,6,101,58,45,23,3,4,16
3563,20020826,102437,102845,6,7,126,71,46,33,7,11,20
3928,20021230,102437,103694,7,5,96,48,32,23,7,12,15
3936,20021230,102437,103297,12,3,60,36,30,9,2,3,9
3940,20021230,102437,102179,1,4,73,48,38,16,1,2,11
3942,20021230,102437,103786,1,3,54,27,11,9,3,9,8
4040,20030106,102437,104022,3,2,37,18,13,9,1,2,6
4063,20030113,102437,102987,11,3,104,58,47,23,6,8,15
4207,20030210,102437,101885,14,3,63,40,35,15,1,1,11
4216,20030210,102437,102035,16,2,106,71,50,16,2,6,17
4255,20030217,102437,103103,5,4,64,37,25,11,5,8,9
4303,20030224,102437,103018,5,2,51,28,17,10,0,4,9
4431,20030317,102437,103888,3,3,70,33,23,19,4,8,12
812,20000814,102443,102730,6,5,105,54,42,28,3,4,15
828,20000814,102443,103387,5,1,50,27,17,12,3,6,8
939,20000828,102443,102533,12,3,88,67,46,8,6,10,14
1114,20001009,102443,101843,6,3,56,29,22,13,5,7,9
1322,20001120,102443,103114,6,5,78,43,35,18,6,7,11
1328,20001120,102443,102106,5,6,68,40,24,10,8,13,10
2470,20011001,102443,103821,9,6,79,48,34,15,6,10,13
118,20000110,102446,101774,6,4,79,49,39,11,4,8,13
183,20000117,102446,102839,25,3,188,100,71,48,13,19,28
395,20000214,102446,103206,6,1,71,38,23,13,6,11,10
408,20000221,102446,102338,10,1,55,32,22,7,1,5,9
546,20000313,102446,101948,6,0,52,33,23,11,2,4,9
604,20000320,102446,102776,6,5,80,40,31,20,10,11,10
630,20000320,102446,102257,4,5,73,40,30,16,10,12,11
1433,20010108,102446,103292,2,2,57,37,25,13,6,7,9
1487,20010115,102446,103917,14,5,142,87,64,29,7,11,23
1541,20010115,102446,103714,14,4,114,75,47,16,2,8,14
1630,20010212,102446,103181,5,5,87,45,38,18,3,6,14
1753,20010226,102446,102110,7,1,72,42,27,20,1,4,10
1767,20010226,102446,102158,3,5,100,46,37,27,6,9,15
1774,20010226,102446,103498,2,8,48,24,15,6,8,12,7
1895,20010319,102446,101962,7,9,117,64,43,28,6,9,17
2610,20011022,102446,103163,8,2,100,65,49,17,9,11,15
2623,20011022,102446,102905,3,2,70,45,25,12,8,12,10
14,20000103,102450,102607,5,5,83,49,38,17,10,11,11
21,20000103,102450,103444,5,5,83,43,36,21,7,8,13
25,20000103,102450,102765,2,6,66,37,21,12,8,12,8
160,20000117,102450,102259,30,7,162,101,82,33,7,7,23
232,20000117,102450,103206,13,2,137,88,65,19,11,15,20
243,20000117,102450,102162,10,10,156,85,65,30,11,18,25
390,20000214,102450,103252,6,3,47,27,23,9,1,2,8
400,20000214,102450,102148,8,1,53,27,25,13,0,1,10
405,20000214,102450,103103,11,4,70,37,32,18,6,6,10
407,20000214,102450,102338,14,5,98,56,41,18,8,11,14
412,20000221,102450,103151,9,3,68,31,26,23,1,2,12
498,20000306,102450,102905,10,5,71,32,22,21,1,3,10
507,20000306,102450,101647,7,3,52,25,20,16,2,3,9
512,20000306,102450,102839,6,0,59,27,23,19,4,4,9
515,20000306,102450,103720,10,2,70,29,21,20,7,10,11
528,20000313,102450,102223,6,4,60,32,29,14,1,1,10
553,20000313,102450,103206,6,5,85,46,32,20,4,8,15
610,20000320,102450,102860,3,5,98,55,41,29,2,3,16
634,20000320,102450,103151,5,4,62,27,21,16,5,8,9
649,20000320,102450,102701,5,8,72,40,30,15,1,5,13
655,20000320,102450,101736,14,11,134,67,52,29,12,15,16
688,20000731,102450,102701,5,4,76,41,33,22,4,6,14
764,20000807,102450,102821,7,4,85,45,38,18,3,5,15
780,20000807,102450,103264,7,1,47,26,21,13,1,1,8
788,20000807,102450,101948,4,4,57,30,26,14,2,3,10
792,20000807,102450,102148,5,5,57,34,30,10,1,1,9
793,20000807,102450,102856,16,6,117,77,64,22,6,6,17
794,20000807,102450,102358,9,6,74,43,33,15,4,5,11
871,20000814,102450,103252,5,2,51,28,22,17,1,2,10
879,20000814,102450,101962,9,5,98,57,47,20,7,9,15
882,20000814,102450,102338,4,1,70,38,30,19,1,1,10
884,20000814,102450,103498,6,3,83,42,28,21,11,13,11
949,20000828,102450,102950,4,1,78,43,33,24,1,2,14
1000,20000828,102450,103602,9,4,77,40,28,24,2,4,14
1024,20000828,102450,101990,4,17,164,103,82,28,8,11,27
1089,20001002,102450,103248,6,7,86,51,36,17,7,10,14
1097,20001002,102450,103151,2,1,54,35,28,9,3,4,9
1101,20001002,102450,102021,9,7,101,58,40,15,10,16,15
1155,20001009,102450,101820,3,3,62,31,24,17,4,5,8
1166,20001009,102450,102148,3,4,54,28,22,14,2,3,9
1171,20001009,102450,102950,3,5,77,32,26,25,4,5,11
1174,20001009,102450,103819,7,5,105,55,40,24,9,12,15
1175,20001009,102450,103163,10,1,84,56,46,18,3,3,15
1241,20001030,102450,102610,3,0,41,23,18,12,1,2,8
1254,20001030,102450,103720,4,7,105,48,38,21,10,14,14
1313,20001120,102450,103420,4,1,43,26,19,9,3,4,7
1324,20001120,102450,103171,7,1,65,40,33,13,1,2,10
1333,20001120,102450,102703,7,1,49,27,23,11,6,6,7
1335,20001120,102450,103103,5,1,59,35,26,13,4,4,8
1364,20010101,102450,101543,4,2,49,36,27,8,1,2,9
1367,20010101,102450,102563,8,3,105,66,48,21,1,4,17
1369,20010101,102450,103454,6,3,95,58,42,14,3,7,15
1521,20010115,102450,102271,4,4,100,57,45,26,6,8,16
1560,20010115,102450,102839,7,3,106,64,46,28,4,7,16
1579,20010115,102450,101885,4,8,105,71,52,14,4,7,16
1589,20010115,102450,102158,4,8,97,54,35,18,5,10,13
1597,20010212,102450,101792,5,4,81,53,38,10,6,10,13
1611,20010212,102450,102567,5,1,70,42,29,16,2,4,12
1619,20010212,102450,102539,8,2,53,30,26,15,1,2,10
1624,20010212,102450,103714,13,4,54,33,29,11,0,1,10
1702,20010219,102450,102533,3,3,94,59,41,17,2,5,15
1715,20010219,102450,102765,5,2,73,36,24,18,2,6,11
1783,20010305,102450,102610,5,1,44,25,21,13,2,2,8
1795,20010305,102450,102153,3,4,51,25,16,16,4,6,9
1801,20010305,102450,103248,4,7,59,26,17,15,4,8,9
1853,20010312,102450,102783,11,4,96,64,41,17,3,8,16
1874,20010312,102450,101611,5,2,57,31,22,16,4,6,9
1884,20010312,102450,102839,4,2,68,42,31,9,3,6,10
1935,20010319,102450,102148,2,2,92,45,30,24,1,6,16
2028,20010730,102450,103387,2,1,77,43,30,19,6,6,9
2048,20010730,102450,102610,4,3,88,36,28,24,3,7,14
2100,20010806,102450,102703,2,3,58,41,28,10,4,5,9
2109,20010806,102450,103017,6,5,69,41,30,14,6,8,11
2114,20010806,102450,102998,2,3,93,53,33,23,10,13,13
2117,20010806,102450,102856,7,3,87,55,40,16,4,7,14
2186,20010813,102450,102437,3,1,45,30,23,8,1,2,8
2198,20010813,102450,103151,5,0,43,30,24,9,1,1,8
2205,20010813,102450,102856,1,7,93,53,39,18,8,12,14
2276,20010827,102450,102788,6,8,170,100,74,35,14,18,23
2316,20010827,102450,101897,10,0,98,55,44,31,2,3,19
2338,20010827,102450,103598,4,14,163,97,64,30,5,13,26
2526,20011008,102450,101965,1,1,51,33,25,7,3,4,8
2534,20011008,102450,103084,4,0,117,75,56,21,8,9,17
2564,20011015,102450,102809,3,1,43,29,21,8,0,1,8
2572,20011015,102450,102839,3,0,65,49,41,8,1,1,10
2577,20011015,102450,103163,6,3,86,51,39,15,6,8,13
2650,20011231,102450,101735,3,0,83,60,42,17,4,5,14
2669,20011231,102450,102257,2,2,57,41,27,11,0,1,10
2672,20011231,102450,103252,1,3,93,62,46,10,5,8,15
2674,20011231,102450,102882,4,0,100,74,48,17,4,6,15
2823,20020114,102450,102464,4,1,80,60,41,15,5,6,14
2859,20020114,102450,103166,4,3,79,48,35,18,5,6,13
2879,20020114,102450,102257,0,1,120,87,56,22,6,8,18
2889,20020114,102450,102035,4,2,115,74,42,22,13,18,15
2981,20020218,102450,103017,4,3,53,30,24,14,6,6,8
2990,20020218,102450,102148,6,5,102,58,43,20,3,7,17
2996,20020218,102450,102539,4,0,70,39,27,17,2,4,11
2999,20020218,102450,103344,6,0,69,48,38,11,1,1,11
3000,20020218,102450,102765,8,4,108,66,46,20,6,10,16
3044,20020225,102450,103018,0,1,59,41,29,12,4,5,10
3050,20020225,102450,102563,2,1,48,28,20,7,2,6,9
3128,20020311,102450,103990,2,5,103,52,36,29,4,6,15
3147,20020311,102450,102765,0,5,67,48,35,8,3,5,10
3158,20020311,102450,103498,4,1,73,46,35,15,5,6,11
3162,20020311,102450,103292,4,2,73,49,32,11,11,13,9
3164,20020311,102450,101774,1,2,60,37,27,12,7,8,9
3165,20020311,102450,103720,1,0,54,30,11,9,7,14,8
3209,20020318,102450,102694,2,8,80,44,28,18,3,7,11
3232,20020318,102450,102456,5,2,67,37,26,17,1,3,11
3291,20020729,102450,102950,3,1,66,45,35,12,4,4,10
3315,20020729,102450,103484,3,1,61,39,28,14,1,1,9
3328,20020729,102450,103900,3,3,120,74,49,23,5,8,17
3348,20020805,102450,102856,4,1,51,34,27,12,1,2,10
3371,20020805,102450,103602,1,3,75,49,32,7,8,13,10
3472,20020812,102450,103454,6,5,91,51,34,21,4,7,14
3570,20020826,102450,102538,9,3,67,35,27,18,4,5,11
3614,20020826,102450,101868,3,1,93,56,40,22,0,2,16
3638,20020826,102450,103428,3,5,86,50,30,16,4,9,13
3828,20021014,102450,103387,3,1,94,61,42,12,5,10,14
4302,20030224,102450,102722,5,8,103,61,48,15,2,6,17
4395,20030310,102450,102998,3,3,60,39,33,11,1,1,10
4409,20030310,102450,102860,5,7,91,52,37,18,11,13,11
4460,20030317,102450,102765,1,6,56,30,18,15,1,4,9
4574,20030728,102450,102834,8,4,87,50,35,21,3,6,15
4581,20030728,102450,103786,0,2,65,35,29,13,2,3,10
4587,20030728,102450,103387,7,4,68,33,28,24,1,2,12
4589,20030728,102450,104053,8,2,84,48,39,19,5,7,14
4590,20030728,102450,103602,5,3,63,34,23,18,1,2,10
4650,20030804,102450,103900,3,1,61,31,22,12,4,8,10
4680,20030811,102450,103909,1,3,75,35,25,24,1,4,14
4802,20030825,102450,104053,2,6,103,66,41,15,8,14,16
5036,20031006,102450,101924,6,4,50,24,20,15,1,2,9
5045,20031006,102450,102854,5,2,68,35,30,16,2,4,12
5049,20031006,102450,102035,1,2,60,30,20,19,5,6,9
5051,20031006,102450,102845,5,7,75,38,26,20,6,9,12
5143,20040105,102450,103176,3,1,47,31,23,9,1,2,8
5153,20040105,102450,103428,2,4,62,43,32,12,1,1,10
5158,20040105,102450,103344,5,1,103,65,50,23,4,5,17
5294,20040119,102450,103444,2,3,71,41,33,23,3,3,13
5328,20040119,102450,103285,3,4,93,57,44,24,3,5,17
5346,20040119,102450,103084,9,9,209,143,104,33,5,10,32
5414,20040216,102450,103990,3,1,64,34,27,19,1,1,10
5427,20040216,102450,103761,8,3,51,30,25,13,4,4,9
5433,20040216,102450,103819,6,5,76,44,35,15,3,5,11
5437,20040216,102450,103720,3,2,58,30,18,11,2,6,9
5498,20040301,102450,102720,10,5,115,65,43,27,7,10,16
5566,20040308,102450,103225,6,2,47,23,16,19,1,2,9
5586,20040308,102450,102374,3,3,58,29,22,16,1,3,10
5596,20040308,102450,101885,5,3,40,24,20,10,1,2,8
5602,20040308,102450,104053,6,3,120,74,56,25,5,7,17
5605,20040308,102450,103789,5,2,42,24,21,12,0,1,9
5643,20040322,102450,103781,2,8,108,67,49,18,4,7,16
5784,20040726,102450,103151,2,3,59,32,21,15,3,5,9
5803,20040726,102450,102856,6,6,68,34,25,17,4,6,11
5851,20040802,102450,102271,3,2,108,68,51,21,7,8,16
5956,20040830,102450,103333,10,9,166,91,76,41,0,2,27
6000,20040830,102450,102259,22,6,125,77,56,27,2,6,20
6024,20040830,102450,103420,12,9,157,87,54,43,10,15,25
6035,20040830,102450,103017,13,6,136,88,68,23,7,10,22
6041,20040830,102450,103103,11,10,121,65,51,28,3,5,20
6044,20040830,102450,103819,4,1,74,45,28,18,2,7,14
6253,20041018,102450,102610,12,4,62,38,31,8,7,9,9
6268,20041018,102450,103344,5,7,89,45,34,22,4,7,14
6310,20041115,102450,104053,1,2,72,49,40,10,0,1,12
6313,20041115,102450,103909,5,1,46,32,26,9,5,5,8
6489,20050117,102450,102642,4,4,117,74,50,24,10,13,17
6529,20050117,102450,103812,10,2,83,54,42,18,4,5,15
6549,20050117,102450,103786,2,5,97,57,38,16,10,15,13
6685,20050214,102450,103566,6,2,50,33,31,8,1,1,9
6692,20050214,102450,104339,4,4,77,47,35,12,2,5,12
6732,20050221,102450,102257,2,3,111,77,58,17,5,7,16
6742,20050221,102450,104214,1,3,60,34,31,14,3,3,10
6747,20050221,102450,103344,5,4,64,38,26,14,3,6,11
6791,20050307,102450,103096,6,3,90,54,43,17,4,7,15
6814,20050307,102450,103781,1,3,58,49,33,5,3,6,11
